National Code,Title,TGA Status,State Code,Nominal Hours
ICTNWK404,"Install, operate and troubleshoot a small enterprise branch network",Current,AUU92,60
ICTNWK405,Build a small wireless local area network,Current,AUP76,20
ICTNWK406,"Install, configure and test network security",Current,AUP65,50
ICTNWK407,Install and configure client-server applications and services,Current,AUP61,40
ICTNWK408,Configure a desktop environment,Current,AUP62,40
ICTNWK409,Create scripts for networking,Current,AUP66,40
ICTNWK410,Install hardware to a network,Current,AUP73,40
ICTNWK411,Deploy software to networked computers,Current,AUU95,35
ICTNWK412,Create network documentation,Current,AUP70,40
ICTNWK414,Create a common gateway interface script,Current,AUP68,40
ICTNWK416,Build security into virtual private networks,Current,AUP75,20
ICTNWK417,Build an enterprise wireless network,Current,AUP72,20
ICTNWK418,Implement backbone technologies in a local area network,Current,AUP71,40
ICTNWK419,Identify and use current virtualisation technologies,Current,AUU99,35
ICTNWK501,"Plan, implement and test enterprise communication solutions",Current,AUV02,80
ICTNWK502,Implement secure encryption technologies,Current,AUU96,20
ICTNWK503,Install and maintain valid authentication processes,Current,AUV00,25
ICTNWK504,Design and implement an integrated server solution,Current,AUV03,50
ICTNWK505,"Design, build and test a network server",Current,AUV09,50
ICTNWK506,"Configure, verify and troubleshoot WAN links and IP services in a medium enterprise network",Current,AUV06,90
ICTNWK507,"Install, operate and troubleshoot medium enterprise routers",Current,AUV08,120
ICTNWK508,"Install, operate and troubleshoot medium enterprise switches",Current,AUV05,90
ICTNWK509,Design and implement a security perimeter for ICT networks,Current,AUV04,60
ICTNWK510,"Develop, implement and evaluate system and application security",Current,AUV01,55
ICTNWK511,Manage network security,Current,AUU97,45
ICTNWK513,Manage system security,Current,AUU98,45
ICTNWK514,Model preferred system solutions,Current,AUV10,35
ICTNWK515,Develop configuration management protocols,Current,AUV16,30
ICTNWK516,Determine best-fit topology for a local network,Current,AUV21,20
ICTNWK517,Determine best-fit topology for a wide area network,Current,AUV07,20
ICTNWK518,Design an enterprise wireless local area network,Current,AUV20,25
ICTNWK519,Design an ICT security framework,Current,AUP45,25
ICTNWK520,Design ICT system security controls,Current,AUV17,30
ICTNWK521,"Install, configure and test a payment gateway",Current,AUV13,30
ICTNWK522,Build decks using wireless markup language,Current,AUV34,30
ICTNWK524,Install and configure network access storage devices,Current,AUV12,40
ICTNWK525,Configure an enterprise virtual computing environment,Current,AUV27,60
ICTNWK527,Manage an enterprise virtual computing environment,Current,AUV11,60
ICTNWK529,Install and manage complex ICT networks,Current,AUV29,55
ICTNWK531,Configure an internet gateway,Current,AUV18,20
ICTNWK532,Identify and resolve network problems,Current,AUV24,30
ICTNWK533,Configure and manage advanced virtual computing environments,Current,AUV15,35
ICTNWK534,Monitor and troubleshoot virtual computing environments,Current,AUV26,35
ICTNWK535,Install an enterprise virtual computing environment,Current,AUV23,50
ICTNWK601,Design and implement a security system,Current,AUV14,90
ICTNWK602,"Plan, configure and test advanced server-based security",Current,AUV25,80
ICTNWK603,"Plan, configure and test advanced internetwork routing solutions",Current,AUV22,120
ICTNWK604,Plan and configure advanced internetwork switching solutions,Current,AUV19,120
ICTNWK605,Design and configure secure integrated wireless systems,Current,AUV32,40
ICTNWK606,Implement voice applications over secure wireless networks,Current,AUV28,40
ICTNWK607,Design and implement wireless network security,Current,AUV30,60
ICTNWK608,Configure network devices for a secure network infrastructure,Current,AUV44,40
ICTNWK609,Configure and manage intrusion prevention system on network sensors,Current,AUV31,40
ICTNWK610,Design and build integrated VoIP networks,Current,AUV37,50
ICTNWK611,Configure call processing network elements for secure VoIP networks,Current,AUV38,40
ICTNWK612,Plan and manage troubleshooting advanced integrated IP networks,Current,AUV33,120
ICTNWK613,Develop plans to manage structured troubleshooting process of enterprise networks,Current,AUV36,40
ICTNWK614,Manage ICT security,Current,AUV42,70
ICTNWK615,Design and configure desktop virtualisation,Current,AUV43,70
ICTNWK616,"Manage security, privacy and compliance of cloud service deployment",Current,AUX08,35
ICTPMG401,Support small scale ICT projects,Current,AUV40,60
ICTPMG501,Manage ICT projects,Current,AUV39,80
ICTPMG601,Establish ICT project governance,Current,AUV35,40
ICTPMG602,Manage ICT project initiation,Current,AUV41,40
ICTPMG603,Manage ICT project planning,Current,AUV66,40
ICTPMG604,Manage ICT project delivery,Current,AUV46,40
ICTPMG605,Manage ICT project closure,Current,AUV45,40
ICTPMG606,Manage ICT project quality,Current,AUV47,40
ICTPMG607,Manage and control ICT project risks,Current,AUV56,40
ICTPMG608,Manage ICT project systems implementation,Current,AUV48,40
ICTPMG609,Plan and direct complex ICT projects,Current,AUV55,80
ICTPRG302,Apply introductory programming techniques,Current,AUV54,40
ICTPRG401,Maintain open-source code programs,Current,AUV51,20
ICTPRG402,Apply query language,Current,AUV53,60
ICTPRG403,Develop data-driven applications,Current,AUV67,60
ICTPRG404,Test applications,Current,AUV58,50
ICTPRG405,Automate processes,Current,AUV52,40
ICTPRG406,Apply introductory object-oriented language skills,Current,AUV65,60
ICTPRG407,Write script for software applications,Current,AUV49,40
ICTPRG409,Develop mobile applications,Current,AUV57,50
ICTPRG410,Build a user interface,Current,AUV50,50
ICTPRG412,Configure and maintain databases,Current,AUV87,50
ICTPRG413,Use a library or pre-existing components,Current,AUV59,35
ICTPRG414,Apply introductory programming skills in another language,Current,AUV79,60
ICTPRG415,Apply skills in object-oriented design,Current,AUV61,35
ICTPRG416,Manage a software component re-use library,Current,AUV64,35
ICTPRG417,Apply mathematical techniques for software development,Current,AUV69,20
ICTPRG418,Apply intermediate programming skills in another language,Current,AUV62,60
ICTPRG419,Analyse software requirements,Current,AUV60,60
ICTPRG425,Use structured query language,Current,AUV63,55
ICTPRG426,Prepare software development review,Current,AUV73,25
ICTPRG427,Use XML effectively,Current,AUV72,50
ICTPRG428,Use regular expressions in programming languages,Current,AUV70,40
ICTPRG501,Apply advanced object-oriented language skills,Current,AUV71,80
ICTPRG502,Manage a project using software management tools,Current,AUV75,60
ICTPRG503,Debug and monitor applications,Current,AUV76,40
ICTPRG504,Deploy an application to a production environment,Current,AUV81,40
ICTPRG505,Build advanced user interface,Current,AUV68,60
ICTPRG506,Design application architecture,Current,AUV83,40
ICTPRG507,Implement security for applications,Current,AUV80,50
ICTPRG508,Create mashups,Current,AUV77,50
ICTPRG509,Build using rapid application development,Current,AUV85,35
ICTPRG510,Maintain custom software,Current,AUV74,35
ICTPRG511,Monitor and support data conversion to new ICT system,Current,AUV82,10
ICTPRG512,Prepare for the build phase of an ICT system,Current,AUV90,20
ICTPRG513,Coordinate the build phase of an ICT system,Current,AUV78,20
ICTPRG514,Prepare for software development using rapid application development,Current,AUV84,25
ICTPRG515,Review developed software,Current,AUV92,25
ICTPRG516,Develop integration blueprint for ICT systems,Current,AUV89,20
ICTPRG517,"Install, test and evaluate pilot version of ICT system",Current,AUV99,20
ICTPRG518,Monitor the system pilot,Current,AUV96,20
ICTPRG520,Validate an application design against specifications,Current,AUV98,40
ICTPRG523,Apply advanced programming skills in another language,Current,AUW10,80
ICTPRG524,Develop high-level object-oriented class specifications,Current,AUV93,45
ICTPRG525,Build Java applets,Current,AUV88,30
ICTPRG526,Maintain functionality of legacy code programs,Current,AUV86,40
ICTPRG527,Apply intermediate object-oriented language skills,Current,AUV94,50
ICTPRG528,Perform ICT data conversion,Current,AUV91,20
ICTPRG529,Apply testing techniques for software development,Current,AUV95,40
ICTPRG601,Develop advanced mobile multi-touch applications,Current,AUW04,80
ICTPRG602,Manage the development of technical solutions from business specifications,Current,AUW05,40
ICTPRG604,Create cloud computing services,Current,AUW00,60
ICTRFN801,Produce a radio link budget,Current,AUV97,45
ICTSAD401,Develop and present feasibility reports,Current,AUX16,25
ICTSAD501,Model data objects,Current,AUW15,30
ICTSAD502,Model data processes,Current,AUW01,30
ICTSAD503,Minimise risk of new technologies to business solutions,Current,AUW03,30
ICTSAD504,Implement quality assurance processes for business solutions,Current,AUW06,30
ICTSAD505,Develop technical requirements for business solutions,Current,AUW11,30
ICTSAD506,Produce a feasibility report,Current,AUW08,30
ICTSAD601,Perform ICT-focused enterprise analysis,Current,AUW17,40
ICTSAD602,Conduct knowledge audits,Current,AUW02,40
ICTSAD603,Plan and monitor business analysis activities in an ICT environment,Current,AUW07,40
ICTSAD604,Manage and communicate ICT solutions,Current,AUX15,40
ICTSAD605,Elicit ICT requirements,Current,AUW09,40
ICTSAD606,Analyse stakeholder requirements,Current,AUW33,40
ICTSAD607,Manage assessment and validation of ICT solutions,Current,AUW14,40
ICTSAS201,"Maintain inventories for equipment, software and documentation",Current,AUW30,15
ICTSAS202,Apply problem-solving techniques to routine ICT malfunctions,Current,AUW12,20
ICTSAS203,Connect hardware peripherals,Current,AUX10,25
ICTSAS204,Record client support requirements,Current,AUW32,15
ICTSAS205,Maintain ICT system integrity,Current,AUW16,20
ICTSAS206,Detect and protect from spam and destructive software,Current,AUW18,10
ICTSAS207,Protect and secure information assets,Current,AUW13,15
ICTSAS208,Maintain ICT equipment and consumables,Current,AUW34,15
ICTSAS209,Connect and use a home based local wireless network,Current,AUW27,30
ICTSAS301,Run standard diagnostic tests,Current,AUW35,15
ICTSAS303,Care for computer hardware,Current,AUW21,20
ICTSAS304,Provide basic system administration,Current,AUW20,25
ICTSAS305,Provide ICT advice to clients,Current,AUX02,35
ICTSAS306,Maintain equipment and software,Current,AUW19,25
ICTSAS307,"Install, configure and secure a small office or home office network",Current,AUW23,50
ICTSAS401,Perform unit test for a class,Current,AUW25,40
ICTSAS402,Implement configuration management strategies,Current,AUW22,25
ICTSAS403,Review site environmental factors prior to ICT system implementation,Current,AUW24,15
ICTSAS404,Acquire ICT system components,Current,AUW28,15
ICTSAS405,Identify and evaluate ICT industry vendor technologies,Current,AUW39,15
ICTSAS406,Implement and hand over system components,Current,AUW26,20
ICTSAS407,Conduct pre-installation audit for software installation,Current,AUW31,25
ICTSAS408,Complete data transition in data migration process,Current,AUW29,25
ICTSAS409,Manage risks involving ICT systems and technology,Current,AUW37,20
ICTSAS410,Identify and resolve client ICT problems,Current,AUW54,35
ICTSAS411,Assist with policy development for client support procedures,Current,AUW56,15
ICTSAS412,Action change requests,Current,AUW52,45
ICTSAS413,Manage resolution of system faults on a live system,Current,AUW36,35
ICTSAS414,Evaluate system status,Current,AUW38,20
ICTSAS415,Optimise ICT system performance,Current,AUW41,30
ICTSAS416,Implement maintenance procedures,Current,AUW45,10
ICTSAS417,Undertake ICT system capacity planning,Current,AUW59,50
ICTSAS418,Monitor and administer security of an ICT system,Current,AUW40,20
ICTSAS419,Support system software,Current,AUW43,45
ICTSAS420,Provide first-level remote help desk support,Current,AUW42,35
ICTSAS421,Support users and troubleshoot desktop applications,Current,AUW44,20
ICTSAS422,Scope implementation requirements,Current,AUW60,15
ICTSAS424,Support different operating systems,Current,AUW46,40
ICTSAS425,Configure and troubleshoot operating system software,Current,AUW47,40
ICTSAS426,"Locate and troubleshoot ICT equipment, system and software faults",Current,AUW48,40
ICTSAS501,"Develop, implement and evaluate an incident response plan",Current,AUW66,25
ICTSAS502,Establish and maintain client user liaison,Current,AUW51,20
ICTSAS503,Perform systems tests,Current,AUW50,25
ICTSAS504,Develop and conduct client acceptance test,Current,AUW53,25
ICTSAS505,Review and update disaster recovery and contingency plans,Current,AUW49,30
ICTSAS506,Update ICT system operational procedures,Current,AUW64,30
ICTSAS507,Implement and evaluate systems for regulatory and standards compliance,Current,AUW63,15
ICTSAS509,Provide client ICT support services,Current,AUW62,20
ICTSAS510,Review and develop ICT maintenance strategy,Current,AUW58,35
ICTSAS511,Prioritise ICT change requests,Current,AUW65,15
ICTSAS512,Review and manage delivery of maintenance services,Current,AUW68,25
ICTSAS513,Develop detailed test plans,Current,AUW55,30
ICTSAS514,Perform integration tests,Current,AUW57,25
ICTSAS515,Manage the testing process,Current,AUX07,15
ICTSAS516,Perform stress and load tests on integrated platforms,Current,AUW78,25
ICTSAS517,Use network tools,Current,AUW61,50
ICTSAS518,Install and upgrade operating systems,Current,AUW77,50
ICTSAS601,Implement change management processes,Current,AUW67,30
ICTSUS801,Plan and manage virtualisation for ICT sustainability,Current,AUW74,80
ICTSUS802,Conduct a business case study for integrating sustainability in ICT planning and design projects,Current,AUW69,80
ICTSUS803,Research strategies using SAP solutions for sustainable economic and environmental outcomes,Current,AUW72,80
ICTSUS804,Use ICT to improve sustainability outcomes,Current,AUW70,45
ICTTEN801,Plan a transmission network,Current,AUX14,55
ICTTEN802,Manage alignment of systems with product and technology strategy,Current,AUW71,35
ICTTEN803,Translate domain and solution architectures into platform requirements and designs,Current,AUW81,55
ICTTEN804,Manage end to end architectural solutions across multiple domains,Current,AUW84,55
ICTTEN805,Manage solution architecture and impacts in line with organisational processes,Current,AUW80,55
ICTTEN806,Manage application layer solutions,Current,AUW79,55
ICTTEN807,"Manage voice, data and internet protocol network solutions",Current,AUP47,55
ICTTEN808,Manage network testing strategies,Current,AUW75,55
ICTTEN809,Analyse business specifications to produce technical solutions,Current,AUW73,55
ICTWEB201,Use social media tools for collaboration and engagement,Current,AUW83,20
ICTWEB301,Create a simple markup language document,Current,AUW82,30
ICTWEB302,Build simple websites using commercial programs,Current,AUX25,50
ICTWEB303,Produce digital images for the web,Current,AUW76,30
ICTWEB401,Design a website to meet technical requirements,Current,AUP74,40
ICTWEB402,Confirm accessibility of websites for people with special needs,Current,AUP79,10
ICTWEB403,Transfer content to a website using commercial packages,Current,AUP81,20
ICTWEB404,Maintain website performance,Current,AUP78,30
ICTWEB405,Monitor traffic and compile website traffic reports,Current,AUP77,15
ICTWEB406,Create website testing procedures,Current,AUP80,20
ICTWEB407,Conduct operational acceptance tests of websites,Current,AUP84,20
ICTWEB408,Ensure basic website security,Current,AUP88,20
ICTWEB409,Develop cascading style sheets,Current,AUP85,20
ICTWEB410,Apply web authoring tool to convert client data for websites,Current,AUP82,20
ICTWEB411,Produce basic client-side script for dynamic web pages,Current,AUP86,40
ICTWEB412,Produce interactive web animation,Current,AUP83,80
ICTWEB413,Optimise search engines,Current,AUP92,50
ICTWEB414,Design simple web page layouts,Current,AUP91,50
ICTWEB415,Produce server-side script for dynamic web pages,Current,AUP87,60
ICTWEB416,Customise content management system,Current,AUQ04,80
ICTWEB417,Integrate social web technologies,Current,AUP94,40
ICTWEB418,Use development software and ICT tools to build a basic website,Current,AUP89,20
ICTWEB419,Develop guidelines for uploading information to a website,Current,AUP97,20
ICTWEB420,Write content for web pages,Current,AUP90,30
ICTWEB421,Ensure website content meets technical protocols and standards,Current,AUP98,30
ICTWEB422,Ensure website access and useability,Current,AUP95,15
ICTWEB423,Ensure dynamic website security,Current,AUP93,25
ICTWEB424,Evaluate and select a web hosting service,Current,AUQ03,15
ICTWEB425,Apply structured query language to extract and manipulate data,Current,AUP96,60
ICTWEB429,Create a markup language document to specification,Current,AUP99,20
ICTWEB501,Build a dynamic website,Current,AUW85,30
ICTWEB502,Create dynamic web pages,Current,AUQ05,30
ICTWEB503,Create web-based programs,Current,AUW88,60
ICTWEB504,Build a document using eXtensible markup language,Current,AUW97,30
ICTWEB505,Develop complex web page layouts,Current,AUW87,40
ICTWEB506,Develop complex cascading style sheets,Current,AUW89,40
ICTWEB507,Customise a complex ICT content management system,Current,AUW90,80
ICTWEB508,Develop website information architecture,Current,AUW86,30
ICTWEB509,Use site server tools for transaction management,Current,AUW93,20
ICTWEB510,Analyse information and assign meta tags,Current,AUQ02,20
ICTWEB511,Implement quality assurance process for websites,Current,AUW91,20
ICTWEB512,Administer business websites and servers,Current,AUW94,30
ICTWEB515,Implement and use web services,Current,AUW92,50
ICTWEB516,Research and apply emerging web technology trends,Current,AUW95,80
ICTSS00077,Telecommunications Linesworker Copper Skill Set   ,Current,,
ICTSS00078,Telecommunications Linesworker Fibre Skill Set   ,Current,,
ICTSS00080,Copper Cable Jointer Skill Set   ,Current,,
ICTSS00083,Underground Installations Skill Set   ,Current,,
ICTSS00084,Basic Open Cabler Registration Skill Set   ,Current,,
ICTSS00085,Basic Restricted Cabler Registration Skill Set   ,Current,,
ICTSS00086,ACMA Advanced Cabler Registration Skill Set   ,Current,,
ICTSS00087,Basic Technician Network Build and Operate Skill Set   ,Current,,
ICTSS00091,Radio Technician Skill Set   ,Current,,
ICTSS00092,Technical Help Desk Support Skill Set   ,Current,,
ICTSS00093,Telecommunications Linesworker HFC Skill Set   ,Current,,
ICTSS00094,Technician Fibre Skill Set   ,Current,,
ICTSS00095,Fibre Splicer Skill Set   ,Current,,
ICTSS00096,Technician Hybrid Fibre Coaxial Skill Set   ,Current,,
ICTSS00097,Telecommunications Customer Service Technician - HFC Technician Skill Set   ,Current,,
ICTSS00098,Network Technician HFC Skill Set   ,Current,,
ICTSS00099,Cloud Design and Configuration Skill Set   ,Current,,
ICTSS00100,Cloud Implementation and Maintenance Skill Set   ,Current,,
ICTSS00101,Cyber Incident Response Skill Set   ,Current,,
ICTSS00102,Cyber Incident Threat Detection and Prevention Skill Set   ,Current,,
ICTSS00103,Cyber Security Strategy and Governance Skill Set   ,Current,,
ICTSS00104,Data Analysis Skill Set   ,Current,,
ICTSS00105,Internet of Things Developer Skill Set   ,Current,,
ICTSS00106,Introductory Tools and Applications Skill Set   ,Current,,
ICTSS00107,Introductory Help Desk Skill Set   ,Current,,
ICTSS00108,Digital Skills for Small Business Skill Set   ,Current,,
ICTSS00109,Entry to Tech Skill Set   ,Current,,
ICTSS00110,Radio Frequency Skill Set   ,Current,,
ICTSS00111,Optical Networking Skill Set   ,Current,,
ICTSS00113,Telecommunications Networking Management Skill Set   ,Current,,
ICTSS00114,Advanced Telecommunications Networking Skill Set   ,Current,,
ICTSS00115,XG Cellular Network Infrastructure Rollout Skill Set   ,Current,,
ICTSS00116,XG Cellular Network Implementation Skill Set   ,Current,,
ICTSS00117,Cyber Security Insider Risks and Threats Skill Set   ,Current,,
ICTSS00118,User Experience Design Skill Set   ,Current,,
ICTSS00119,Advanced Data Analytics Skill Set   ,Current,,
ICTSS00120,Artificial Intelligence Skill Set   ,Current,,
ICTSS00121,Extended Reality Skill Set   ,Current,,
ICTSS00122,Industrial Automation Skill Set   ,Current,,
ICTSS00123,Software Automation Skill Set   ,Current,,
ICTSS00124,Cloud Infrastructure Skill Set   ,Current,,
ICTSS00125,Cloud Security Skill Set   ,Current,,
ICTSS00126,Advanced Cyber Incident Threat Detection and Prevention Skill Set   ,Current,,
ICTSS00127,Cloud Programmer Skill Set   ,Current,,
ICTSS00128,Network Security and System Protection Skill Set   ,Current,,
ICTSS00129,DevOps System Administration Skill Set   ,Current,,
ICTSS00130,Intermediate Digital Skills for Small Business Skill Set   ,Current,,
ICTSS00131,Introduction to Assistive Technologies Skill Set   ,Current,,
ICTSS00132,Core Technical IT Skills for Introductory Roles Skill Set   ,Current,,
ICTSS00133,Core Transferable IT Skills for Introductory Roles Skill Set   ,Current,,
ICTSS00134,Database Development for Introductory Roles Skill Set   ,Current,,
ICTSS00135,Database Maintenance for Introductory Roles Skill Set   ,Current,,
ICTSS00136,Gaming Development for Introductory Roles Skill Set   ,Current,,
ICTSS00137,Networking for Introductory Roles Skill Set   ,Current,,
ICTSS00138,Programming Skills for Introductory Roles Skill Set   ,Current,,
ICTSS00139,Systems Administration Support Skills for Introductory Roles Skill Set   ,Current,,
ICTSS00140,Web Development for Introductory Roles Skill Set   ,Current,,
ICTSS00141,Core Technical IT Skills for Intermediate Roles Skill Set   ,Current,,
ICTSS00142,Core Transferable IT Skills for Intermediate Roles Skill Set   ,Current,,
ICTSS00143,Networking Skills for Intermediate Roles Skill Set   ,Current,,
ICTSS00144,Programming Skills for Intermediate Roles Skill Set   ,Current,,
ICTSS00145,Back End Web Development for Intermediate Roles Skill Set   ,Current,,
ICTSS00146,Business Analysis for Intermediate Roles Skill Set   ,Current,,
ICTSS00147,Cloud Architecture for Intermediate Roles Skill Set   ,Current,,
ICTSS00148,Cloud Engineering for Intermediate Roles Skill Set   ,Current,,
ICTSS00149,Cyber Security for Intermediate Roles Skill Set   ,Current,,
ICTSS00150,Database and Data Management for Intermediate Roles Skill Set   ,Current,,
ICTSS00151,Front End Web Development for Intermediate Roles Skill Set   ,Current,,
ICTSS00152,Game Art and Design for Intermediate Roles Skill Set   ,Current,,
ICTSS00153,Game Programming for Intermediate Roles Skill Set   ,Current,,
ICTSS00154,Systems Administration for Intermediate Roles Skill Set   ,Current,,
ICTSS00155,Systems Analysis for Intermediate ICT Roles Skill Set   ,Current,,
ICTSS00156,Telecommunications Network Engineering for Intermediate Roles Skill Set   ,Current,,
ICTSS00157,Core Technical IT Skills for Advanced Roles Skill Set   ,Current,,
ICTSS00158,Core Transferable IT Skills for Advanced Roles Skill Set   ,Current,,
ICTSS00159,Data Management Information Skills for Advanced Roles Skill Set   ,Current,,
ICTSS00160,Cyber Security for Advanced Roles Skill Set   ,Current,,
ICTSS00161,Full Stack Web Development for Advanced Roles Skill Set   ,Current,,
ICTSS00162,Programming Skills for Advanced Roles Skill Set   ,Current,,
ICTSS00163,IT Strategy and Organisational Development for Advanced Roles Skill Set   ,Current,,
ICTSS00164,Systems Development and Analysis for Advanced Roles Skill Set   ,Current,,
ICTSS00165,Telecommunications Network Engineering for Advanced Roles Skill Set   ,Current,,
ICTSS00166,Application Development Specialist Skill Set   ,Current,,
ICTSS00167,Basic Application Development Programmer Skill Set   ,Current,,
ICTSS00168,Basic Web Development Specialist Skill Set   ,Current,,
ICTSS00169,Certified Network Associate Technology Specialist Skill Set   ,Current,,
ICTSS00170,Certified Network Professional Specialist - Voice and Wireless Skill Set   ,Current,,
ICTSS00171,Security and Network Architect Specialist Skill Set   ,Current,,
ICTSS00172,Certified Technology Specialist - Graphical User Interfaces Skill Set   ,Current,,
ICTSS00173,Certified Web Design Specialist Skill Set   ,Current,,
ICTSS00174,Hardware Technician Skill Set   ,Current,,
ICTSS00175,Internetworking Systems Coordinator - Administrator Skill Set   ,Current,,
ICTSS00176,Interactive Content Specialist Skill Set   ,Current,,
ICTSS00177,System and Hardware Technician Skill Set   ,Current,,
ICTSS00178,System and Network Plus Technician Skill Set   ,Current,,
ICTSS00179,Virtualisation Specialist Skill Set   ,Current,,
ICTSS00180,Visual Communications Specialist Skill Set   ,Current,,
ICTSS00181,Website Administration Specialist Skill Set   ,Current,,
ICTSS00182,Enterprise Desktop Virtualisation Specialist Skill Set   ,Current,,
ICTSS00183,Enterprise Server Virtualisation Specialist Skill Set   ,Current,,
ICTSS00184,Advanced ICT Sustainability Skill Set   ,Current,,
ICTSS00185,Basic ICT Sustainability Skill Set   ,Current,,
ICTSS00186,Civil Works - Installation of Pit and Pipe and FDH Skill Set   ,Current,,
ICTSS00187,Commercial Digital Television Antenna Systems Installation Skill Set   ,Current,,
ICTSS00188,Network Designer and Installation Skill Set   ,Current,,
ICTSS00189,Digital Antenna System and Component Installation Skill Set   ,Current,,
ICTSS00190,Convergence Installation in Small to Medium Networks Skill Set   ,Current,,
ICTSS00191,Wireless LAN and IP Network Installation Skill Set   ,Current,,
ICTICT427,"Identify, evaluate and apply current industry-specific technologies to meet organisational needs",,OAQ08,60
ICTPRG430,Apply introductory Object-Oriented Language Skills,,OAQ05,60
